;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Status Quo;;FW-Szenario 1 - Nur Versorgung der Altstadt;;;;;;;FW-Szenario 2  - Versorgung von Altstadt & Zusmmenschluss WHHW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;24;16;126;;377;530;678;817;951;1.079;;377;530;815;1.470;1.722;1.964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;24;17;137;;406;564;716;860;997;1.128;;406;564;857;1.531;1.791;2.040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;24;18;135;;426;588;744;891;1.032;1.167;;426;588;889;1.580;1.847;2.102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;24;19;164;;443;609;769;920;1.064;1.202;;443;609;917;1.625;1.899;2.160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;24;20;172;;468;637;800;953;1.100;1.241;;468;637;951;1.670;1.949;2.214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;24;21;187;;475;647;813;969;1.119;1.263;;475;647;967;1.701;1.985;2.256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;24;22;184;;502;678;846;1.005;1.158;1.303;;502;678;1.003;1.749;2.038;2.314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;24;23;162;;530;708;879;1.041;1.196;1.344;;530;708;1.038;1.798;2.091;2.372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;24;24;161;;536;718;892;1.056;1.214;1.364;;536;718;1.054;1.825;2.123;2.409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;1;160;;542;725;901;1.068;1.227;1.379;;542;725;1.065;1.846;2.148;2.436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;2;164;;562;747;925;1.094;1.255;1.409;;562;747;1.091;1.881;2.186;2.478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;3;172;;564;752;932;1.102;1.265;1.421;;564;752;1.099;1.898;2.206;2.501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;4;174;;588;777;959;1.131;1.295;1.453;;588;777;1.128;1.934;2.246;2.544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;5;176;;592;783;966;1.140;1.306;1.465;;592;783;1.137;1.950;2.265;2.566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;6;220;;596;789;974;1.149;1.316;1.477;;596;789;1.146;1.967;2.284;2.587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;7;303;;620;814;1.000;1.177;1.346;1.507;;620;814;1.174;2.001;2.321;2.627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;8;372;;644;840;1.028;1.206;1.377;1.540;;644;840;1.204;2.039;2.362;2.671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;9;367;;665;863;1.053;1.233;1.405;1.569;;665;863;1.230;2.072;2.398;2.709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;10;342;;678;877;1.069;1.250;1.424;1.590;;678;877;1.247;2.098;2.427;2.741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;11;324;;690;891;1.083;1.266;1.440;1.607;;690;891;1.263;2.118;2.448;2.764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;12;328;;707;908;1.101;1.284;1.459;1.626;;707;908;1.281;2.138;2.469;2.785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;13;306;;722;923;1.116;1.298;1.473;1.640;;722;923;1.295;2.150;2.481;2.797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;14;298;;736;935;1.127;1.309;1.482;1.648;;736;935;1.306;2.157;2.486;2.800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;15;297;;747;945;1.135;1.316;1.488;1.653;;747;945;1.313;2.157;2.483;2.795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;16;284;;748;944;1.132;1.310;1.480;1.643;;748;944;1.307;2.140;2.462;2.770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;17;283;;738;931;1.116;1.291;1.458;1.618;;738;931;1.288;2.108;2.425;2.728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;18;273;;737;926;1.107;1.279;1.443;1.601;;737;926;1.276;2.081;2.393;2.690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;19;263;;736;921;1.099;1.268;1.429;1.583;;736;921;1.265;2.054;2.359;2.650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;20;290;;726;909;1.084;1.249;1.408;1.559;;726;909;1.247;2.023;2.323;2.610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;21;295;;735;913;1.084;1.246;1.402;1.550;;735;913;1.244;2.004;2.298;2.578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;22;287;;721;896;1.064;1.222;1.374;1.519;;721;896;1.220;1.963;2.251;2.525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;23;265;;708;879;1.043;1.198;1.346;1.488;;708;879;1.195;1.921;2.202;2.471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;25;24;238;;714;880;1.040;1.191;1.336;1.474;;714;880;1.189;1.897;2.171;2.432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;1;236;;723;885;1.042;1.190;1.331;1.467;;723;885;1.187;1.881;2.149;2.406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;2;232;;715;875;1.028;1.172;1.311;1.443;;715;875;1.170;1.849;2.111;2.362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;3;238;;724;880;1.030;1.171;1.307;1.437;;724;880;1.169;1.833;2.090;2.336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;4;235;;713;865;1.012;1.150;1.283;1.410;;713;865;1.148;1.798;2.050;2.290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;5;238;;721;871;1.014;1.150;1.280;1.404;;721;871;1.147;1.783;2.029;2.264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;6;273;;730;876;1.016;1.149;1.276;1.397;;730;876;1.147;1.768;2.009;2.239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;7;370;;718;861;998;1.128;1.252;1.371;;718;861;1.126;1.735;1.970;2.195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;8;431;;704;843;976;1.102;1.223;1.338;;704;843;1.100;1.691;1.920;2.138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;9;431;;690;824;953;1.075;1.192;1.303;;690;824;1.073;1.644;1.865;2.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;10;380;;683;811;935;1.051;1.163;1.269;;683;811;1.049;1.595;1.806;2.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;11;337;;676;799;917;1.029;1.135;1.237;;676;799;1.027;1.550;1.752;1.945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;12;316;;664;781;894;1.001;1.104;1.201;;664;781;1.000;1.500;1.694;1.879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;13;271;;652;764;872;975;1.072;1.166;;652;764;973;1.452;1.637;1.814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;14;242;;642;750;854;952;1.046;1.136;;642;750;950;1.411;1.589;1.759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;15;208;;633;737;837;931;1.022;1.108;;633;737;930;1.373;1.544;1.707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;16;173;;625;726;822;913;1.000;1.084;;625;726;912;1.339;1.504;1.662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;17;160;;617;714;807;896;980;1.061;;617;714;894;1.308;1.468;1.621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;18;139;;610;705;796;882;965;1.043;;610;705;881;1.284;1.440;1.589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;19;158;;603;696;785;869;950;1.027;;603;696;868;1.263;1.416;1.562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;20;155;;600;691;778;861;940;1.016;;600;691;859;1.247;1.397;1.540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;21;158;;596;685;771;853;931;1.005;;596;685;851;1.233;1.380;1.521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;22;145;;592;680;765;845;922;995;;592;680;844;1.219;1.364;1.503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;23;114;;588;675;759;838;914;986;;588;675;837;1.208;1.352;1.489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;26;24;119;;586;673;756;835;910;982;;586;673;833;1.202;1.345;1.481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;1;110;;584;670;753;832;907;979;;584;670;831;1.199;1.341;1.477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;2;114;;583;670;753;831;906;978;;583;670;830;1.198;1.340;1.477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;3;118;;583;669;753;832;907;979;;583;669;830;1.200;1.343;1.479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;4;119;;584;671;755;834;910;982;;584;671;833;1.204;1.348;1.485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;5;119;;584;672;756;836;912;985;;584;672;835;1.209;1.354;1.492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;6;166;;584;673;758;838;915;989;;584;673;837;1.214;1.360;1.500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;7;225;;585;674;760;842;919;994;;585;674;840;1.221;1.369;1.510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;8;265;;587;678;765;848;927;1.002;;587;678;847;1.233;1.383;1.526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;9;222;;591;684;773;858;938;1.016;;591;684;856;1.252;1.405;1.551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;10;188;;598;693;785;872;955;1.035;;598;693;871;1.278;1.436;1.587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;11;155;;609;708;803;893;979;1.061;;609;708;891;1.313;1.476;1.632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;12;135;;622;725;824;917;1.007;1.092;;622;725;916;1.355;1.524;1.686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;13;115;;637;745;849;947;1.041;1.130;;637;745;945;1.405;1.583;1.753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;14;98;;653;766;875;978;1.076;1.170;;653;766;976;1.458;1.645;1.823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;15;80;;671;790;904;1.012;1.115;1.214;;671;790;1.010;1.517;1.712;1.899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;16;62;;689;814;935;1.049;1.158;1.262;;689;814;1.047;1.581;1.788;1.985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;17;73;;708;841;968;1.088;1.204;1.314;;708;841;1.086;1.651;1.869;2.077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;18;68;;728;868;1.002;1.129;1.250;1.366;;728;868;1.127;1.721;1.951;2.170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;19;96;;750;897;1.038;1.171;1.299;1.420;;750;897;1.169;1.793;2.035;2.266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;20;102;;768;920;1.066;1.205;1.337;1.464;;768;920;1.203;1.852;2.103;2.343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;21;110;;786;945;1.098;1.242;1.380;1.513;;786;945;1.240;1.917;2.179;2.430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;22;112;;785;951;1.109;1.260;1.404;1.542;;785;951;1.258;1.963;2.235;2.496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;23;93;;785;957;1.122;1.278;1.427;1.570;;785;957;1.275;2.007;2.290;2.560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;27;24;112;;784;962;1.133;1.295;1.450;1.598;;784;962;1.292;2.051;2.344;2.625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;1;111;;781;963;1.139;1.305;1.464;1.616;;781;963;1.302;2.081;2.382;2.670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;2;123;;776;964;1.144;1.315;1.478;1.634;;776;964;1.312;2.111;2.420;2.715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;3;135;;771;963;1.147;1.322;1.489;1.648;;771;963;1.319;2.136;2.452;2.754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;4;142;;765;961;1.149;1.328;1.498;1.661;;765;961;1.325;2.160;2.483;2.791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;5;147;;759;959;1.151;1.333;1.507;1.673;;759;959;1.330;2.182;2.511;2.826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;6;196;;754;958;1.153;1.339;1.516;1.686;;754;958;1.336;2.204;2.540;2.861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;7;273;;748;955;1.154;1.343;1.523;1.695;;748;955;1.340;2.223;2.564;2.890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;8;338;;744;956;1.159;1.352;1.536;1.713;;744;956;1.349;2.252;2.601;2.934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;9;320;;740;957;1.165;1.361;1.550;1.730;;740;957;1.358;2.281;2.637;2.978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;10;305;;739;961;1.175;1.378;1.571;1.757;;739;961;1.374;2.323;2.690;3.040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;11;297;;733;961;1.181;1.388;1.587;1.777;;733;961;1.385;2.358;2.734;3.093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;12;309;;725;958;1.182;1.394;1.597;1.791;;725;958;1.391;2.384;2.768;3.135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;13;298;;714;951;1.178;1.394;1.600;1.797;;714;951;1.390;2.400;2.790;3.163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;14;299;;701;941;1.172;1.390;1.599;1.799;;701;941;1.387;2.410;2.805;3.183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;15;312;;687;929;1.162;1.382;1.593;1.795;;687;929;1.379;2.412;2.811;3.192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;16;311;;672;916;1.150;1.372;1.585;1.788;;672;916;1.369;2.409;2.811;3.195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;17;322;;654;899;1.134;1.357;1.570;1.774;;654;899;1.353;2.397;2.800;3.186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;18;320;;634;879;1.114;1.337;1.550;1.754;;634;879;1.333;2.377;2.780;3.165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;19;300;;613;857;1.092;1.314;1.526;1.729;;613;857;1.310;2.351;2.753;3.137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;20;338;;591;834;1.068;1.289;1.501;1.704;;591;834;1.286;2.323;2.724;3.107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;21;340;;569;811;1.043;1.264;1.474;1.676;;569;811;1.260;2.292;2.691;3.072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;22;333;;566;806;1.038;1.256;1.466;1.666;;566;806;1.253;2.279;2.676;3.055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;23;314;;562;801;1.031;1.248;1.457;1.655;;562;801;1.245;2.264;2.658;3.035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;28;24;279;;558;796;1.024;1.240;1.446;1.644;;558;796;1.236;2.248;2.640;3.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;1;279;;555;791;1.018;1.232;1.438;1.634;;555;791;1.229;2.235;2.624;2.996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;2;275;;551;786;1.012;1.225;1.430;1.625;;551;786;1.222;2.222;2.609;2.979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;3;283;;548;782;1.006;1.219;1.422;1.616;;548;782;1.215;2.210;2.595;2.962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;4;280;;546;778;1.001;1.212;1.414;1.607;;546;778;1.209;2.198;2.581;2.946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;5;287;;543;774;996;1.206;1.407;1.599;;543;774;1.203;2.187;2.568;2.932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;6;316;;540;770;991;1.200;1.400;1.591;;540;770;1.197;2.176;2.555;2.917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;7;436;;538;767;987;1.195;1.394;1.584;;538;767;1.191;2.167;2.544;2.904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;8;501;;534;762;980;1.187;1.385;1.574;;534;762;1.184;2.153;2.527;2.885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;9;538;;531;756;973;1.179;1.375;1.563;;531;756;1.175;2.138;2.510;2.865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;10;505;;525;749;963;1.166;1.361;1.547;;525;749;1.163;2.115;2.484;2.835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;11;468;;518;739;951;1.152;1.344;1.527;;518;739;1.149;2.089;2.453;2.800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;12;441;;511;729;938;1.136;1.326;1.507;;511;729;1.133;2.061;2.419;2.762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;13;412;;505;720;926;1.121;1.308;1.487;;505;720;1.118;2.034;2.387;2.726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;14;380;;497;708;912;1.104;1.288;1.464;;497;708;1.101;2.002;2.350;2.683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;15;373;;489;697;897;1.086;1.268;1.441;;489;697;1.083;1.971;2.314;2.641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;16;338;;480;684;880;1.066;1.244;1.414;;480;684;1.063;1.934;2.270;2.592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;17;320;;471;672;864;1.046;1.221;1.388;;471;672;1.044;1.898;2.228;2.544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;18;297;;474;671;860;1.039;1.211;1.374;;474;671;1.037;1.876;2.200;2.510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;19;272;;477;670;856;1.032;1.200;1.361;;477;670;1.029;1.853;2.172;2.476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;29;20;293;;487;679;862;1.035;1.202;1.360;;487;679;1.033;1.846;2.161;2.461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
